skill_code,skill_title,bank,question_id,question,options,correct_answer,explanation,response_type,question_type,cognitive_demand,acceptance_note,visual,ixl_reference_url,curriculum_source,qa_status
AC9M1SP02,Directions and Location,test,T12,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Park, Cafe.
Bottom row: Shop, Home.
A counter goes from the park to Home by moving right, then down. Give directions to follow the same path back.",{},"Move up, then left.","Undo the last move first: up to the cafe, then left to the park.",short_answer,reverse a route,reason,Require up then left to retrace the same path. Left then up reaches the park by a different path.,"{""type"": ""grid"", ""rows"": [[""Park"", ""Cafe""], [""Shop"", ""Home""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T13,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Kite, Drum.
Bottom row: Ball, Book.
Start at the book. Move __, then up to reach the kite. Which word is missing?","{""A"": ""Down"", ""B"": ""Left"", ""C"": ""Right""}",B,"Left reaches the ball, then up reaches the kite.",mcq,complete a route,apply,,"{""type"": ""grid"", ""rows"": [[""Kite"", ""Drum""], [""Ball"", ""Book""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T14,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Start, A.
Bottom row: B, End.
One route is right then down. Another is down then right. Starting at Start, which statement is true?","{""A"": ""Neither reaches End"", ""B"": ""Only the first reaches End"", ""C"": ""Both finish at End""}",C,Each route moves one square right and one square down.,mcq,compare route endpoints,reason,,"{""type"": ""grid"", ""rows"": [[""Start"", ""A""], [""B"", ""End""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T15,"Three places lie along one straight path: gate, bench, tree. The bench is between the other two. Walking from the gate to the tree, which place do you pass?","{""A"": ""Gate again"", ""B"": ""Neither place"", ""C"": ""Bench""}",C,The bench lies on the path between the gate and the tree.,mcq,use a between clue,apply,,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T16,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Home, Blocked, Pond.
Bottom row: Path, Path, Path.
Start at Home. Write four moves that reach the pond without entering the blocked square.",{},"Down, right, right, up.",The lower row gives a route around the blocked square.,short_answer,create an obstacle-avoiding route,create,"Accept the four moves down, right, right, up.","{""type"": ""grid"", ""rows"": [[""Home"", ""Blocked"", ""Pond""], [""Path"", ""Path"", ""Path""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P01,"These toys are in a tray: car, ball, car, doll, car. Record the number of cars.
Toy | Number
Car | __","{""A"": ""2"", ""B"": ""3"", ""C"": ""5""}",B,Record only the cars in the car row. There are three cars.,mcq,record a category from a collection,apply,,"{""type"": ""pattern"", ""rows"": [[""car"", ""ball"", ""car"", ""doll"", ""car""]], ""labels"": [""Toy tray""]}",https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P02,You want to find which playground game each child likes best. How should you collect the answers?,"{""A"": ""Look at the weather"", ""B"": ""Count the chairs"", ""C"": ""Ask each child""}",C,"A preference belongs to the child, so you need to ask them.",mcq,choose a collection method,reason,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P03,"You will sort answers into ""apple"", ""banana"" and ""pear"". Which question fits?","{""A"": ""Which of these fruits do you like best?"", ""B"": ""How many pencils do you have?"", ""C"": ""What day is it?""}",A,The fruit question gives answers that fit the three fruit categories.,mcq,match a question to categories,apply,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P04,"Four children choose a sticker: star, moon, star, star. Use one tally mark | for each child. Record tallies for star and moon.",{},Star: |||; Moon: |.,Each answer is recorded once in the matching category.,short_answer,record raw answers with tallies,apply,"Accept three tallies for star and one for moon, including clearly separated equivalent marks.",null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P05,Each child puts one counter beside a favourite animal. Jo chooses dog. What should Jo do?,"{""A"": ""Put one counter beside dog"", ""B"": ""Put three counters beside dog"", ""C"": ""Put one counter beside every animal""}",A,One counter records one child's choice.,mcq,record one response once,apply,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P06,You want to record whether the playground is wet or dry after lunch. What should you do?,"{""A"": ""Ask which game children prefer"", ""B"": ""Look at the playground after lunch"", ""C"": ""Count the windows""}",B,Looking at the playground lets you observe whether it is wet or dry.,mcq,collect by observation,apply,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P07,Buttons are sorted by shape into two groups: round buttons and square buttons. Which labels should go on the recording sheet?,"{""A"": ""Morning and afternoon"", ""B"": ""Big and small"", ""C"": ""Round and square""}",C,The labels must name the feature being recorded: button shape.,mcq,choose recording labels,apply,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P08,You want to find how classmates travel to school. Write one question you could ask each child.,{},How did you travel to school today?,A clear question helps collect answers about the same topic from each child.,short_answer,create a survey question,create,Accept a simple question about each child's way of travelling to school; today or usual travel are both acceptable if clear.,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P09,"Each mark records one choice. The answers are: cat, dog, dog, cat, dog. Which tally record is correct?","{""A"": ""Cat: ||; Dog: |||"", ""B"": ""Cat: |||; Dog: ||"", ""C"": ""Cat: |; Dog: ||||""}",A,There are two cat answers and three dog answers.,mcq,match raw data to a tally record,apply,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P10,"Three answers are already recorded: bus, walk, walk. The next child says ""bus"". What should you add to the record?","{""A"": ""One walk answer"", ""B"": ""Two bus answers"", ""C"": ""One bus answer""}",C,"Add the new answer once, in the bus category.",mcq,update a collection record,apply,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P11,"You are recording objects by material. A metal spoon is placed in the ""wood"" group. What should you do?","{""A"": ""Record it in both groups"", ""B"": ""Move it to the metal group"", ""C"": ""Keep it in the wood group""}",B,The spoon should be recorded in the group matching its material.,mcq,repair a categorisation,reason,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P12,"You see these pets in pictures: fish, dog, fish, cat. Record the pets by drawing one simple picture for each pet.",{},"Two fish drawings, one dog drawing and one cat drawing.","Drawings can record what you observed, with one drawing for each pet.",short_answer,record observations with drawings,create,"Accept recognisable labelled drawings or symbols that clearly record two fish, one dog and one cat, without adding pets.",null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P13,One child is asked a favourite-colour question twice and both answers are counted. What should you do?,"{""A"": ""Keep just one answer from that child"", ""B"": ""Count both answers"", ""C"": ""Remove every child's answer""}",A,"When each child should answer once, a repeated answer must not be counted again.",mcq,detect duplicate collection,reason,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P14,You want to know which book each child would choose to read. Which method gives that information?,"{""A"": ""Count the children's shoes"", ""B"": ""Count all the books on the shelf"", ""C"": ""Let each child choose a book""}",C,Children's choices tell you their preferences. Counting the available books does not.,mcq,distinguish choices from availability,reason,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P15,"A class records snack choices by writing ""apple"" or ""cracker"" beside each child's name. What recording method are they using?","{""A"": ""A clock"", ""B"": ""A list of words"", ""C"": ""A length measurement""}",B,A word list can record each child's snack choice.,mcq,recognise a recording method,recognise,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P16,"You are sorting classroom items into books, balls and blocks. Write the three category labels for your recording sheet.",{},Books; balls; blocks.,The recording labels should match the three kinds of items being sorted.,short_answer,set up a category record,create,"Accept the three named categories, in any order, including singular forms.",null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P17,"A survey asks, ""Which do you choose: drawing or singing? Choose one."" What is a suitable answer?","{""A"": ""Drawing"", ""B"": ""Drawing and singing"", ""C"": ""Three""}",A,"The answer should be one of the offered categories, with one choice per child.",mcq,follow a data-collection rule,apply,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P18,"The tray has circle, triangle, circle, square, triangle, circle cards. Which number belongs in the ""triangle"" row of the record?","{""A"": ""6"", ""B"": ""3"", ""C"": ""2""}",C,Two cards are triangles. Record those two in the triangle row.,mcq,record a category from a collection,apply,,"{""type"": ""shapes"", ""items"": [{""label"": ""1"", ""shape"": ""circle""}, {""label"": ""2"", ""shape"": ""triangle""}, {""label"": ""3"", ""shape"": ""circle""}, {""label"": ""4"", ""shape"": ""square""}, {""label"": ""5"", ""shape"": ""triangle""}, {""label"": ""6"", ""shape"": ""circle""}]}",https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1ST01,Collecting Categorical Data,practice,P19,A recorder makes one tally each time a child chooses painting. The record is ||||. How many painting choices were collected?,"{""A"": ""3"", ""B"": ""5"", ""C"": ""4""}",C,Four tally marks record four painting choices.,mcq,interpret collection marks,recognise,,null,https://au.ixl.com/maths/year-1/record-data-in-tables,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
